,video_id,trending_date,title,channel_title,category_id,publish_time,tags,views,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,video_error_or_removed,description ,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1
0,wXeFp-ivSgE,,Maluma - GPS (Audio) ft. French Montana,MalumaVEVO,,2017-11-24T05:00:01Z,,146075250,619491,33517,16626,https://i.ytimg.com/vi/wXeFp-ivSgE/hqdefault.jpg,,,,"Maluma feat. French Montana - ""GPS"" (Audio) “GPS” is available on these digital platforms! iTunes: http://smarturl.it/GPSi Apple Music: http://smarturl.it/GPSa ...",,,,,,,,,,,,,,,,,,,,,,,,
0,l_erU2A7uYg,,Maluma - Vitamina (Audio) ft. Arcángel,MalumaVEVO,,2017-11-24T05:00:01Z,,24781420,228841,8601,6088,https://i.ytimg.com/vi/l_erU2A7uYg/hqdefault.jpg,,,,"Maluma feat. Arcángel - ""Vitamina"" (Audio) “Vitamina” is available on these digital platforms! iTunes: http://smarturl.it/Vitamina Apple Music: ...",,,,,,,,,,,,,,,,,,,,,,,,
0,tyTH914JQLs,,Maluma - How I Like It (Audio),MalumaVEVO,,2018-05-18T07:00:07Z,,2807271,41917,1050,1143,https://i.ytimg.com/vi/tyTH914JQLs/hqdefault.jpg,,,,Maluma – “How I Like It” ¡NUEVO ÁLBUM “F.A.M.E” DISPONIBLE AHORA!: iTunes: http://smarturl.it/FAMEi Apple Music: http://smarturl.it/FAMEa Spotify: ...,,,,,,,,,,,,,,,,,,,,,,,,
0,tstKpwNCkWM,,Maluma - Ojos Que No Ven (Audio),MalumaVEVO,,2018-05-18T07:00:06Z,,24896129,210408,8791,5021,https://i.ytimg.com/vi/tstKpwNCkWM/hqdefault.jpg,,,,Maluma – “Ojos Que No Ven” ¡NUEVO ÁLBUM “F.A.M.E” DISPONIBLE AHORA!: iTunes: http://smarturl.it/FAMEi Apple Music: http://smarturl.it/FAMEa Spotify: ...,,,,,,,,,,,,,,,,,,,,,,,,
0,vjI4Alon-3Q,,Maluma - Marinero (Official Video),MalumaVEVO,,2018-05-04T10:00:33Z,,216768230,1613057,107401,79520,https://i.ytimg.com/vi/vjI4Alon-3Q/hqdefault.jpg,,,,Maluma - Marinero (Official Video) › Maluma Top Hits: https://smarturl.it/malumatophits › Hawái: https://smarturl.it/MHawai/youtube › My Channel: ...,,,,,,,,,,,,,,,,,,,,,,,,
0,WMtVXn3r9Lw,,Maluma - 23 (Audio),MalumaVEVO,,2017-11-24T05:00:01Z,,62104537,354342,21205,13212,https://i.ytimg.com/vi/WMtVXn3r9Lw/hqdefault.jpg,,,,"Maluma - ""23"" (Audio) “23” is available on these digital platforms! iTunes: http://smarturl.it/23i Apple Music: http://smarturl.it/23ap Spotify: http://smarturl.it/23sp ...",,,,,,,,,,,,,,,,,,,,,,,,
0,g_p4ZNiblPI,,Maluma - La Ex (Audio) ft. Jason Derulo,MalumaVEVO,,2018-05-18T07:00:02Z,,5773601,64844,1431,1138,https://i.ytimg.com/vi/g_p4ZNiblPI/hqdefault.jpg,,,,Maluma feat. Jason Derulo – “La Ex” ¡NUEVO ÁLBUM “F.A.M.E” DISPONIBLE AHORA!: iTunes: http://smarturl.it/FAMEi Apple Music: http://smarturl.it/FAMEa ...,,,,,,,,,,,,,,,,,,,,,,,,
0,nC-TkWCK-eU,,Maluma - Condena (Audio),MalumaVEVO,,2018-05-18T07:00:08Z,,3272438,40117,955,1067,https://i.ytimg.com/vi/nC-TkWCK-eU/hqdefault.jpg,,,,Maluma – “Condena” ¡NUEVO ÁLBUM “F.A.M.E” DISPONIBLE AHORA!: iTunes: http://smarturl.it/FAMEi Apple Music: http://smarturl.it/FAMEa Spotify: ...,,,,,,,,,,,,,,,,,,,,,,,,
0,ZitWzF6ndEg,,Mod Sun - I Could Die,MODSUN,,2018-02-25T03:34:06Z,,780038,14389,683,972,https://i.ytimg.com/vi/ZitWzF6ndEg/hqdefault.jpg,,,,produced by Big Lo$ shot by Forget Brennan.,,,,,,,,,,,,,,,,,,,,,,,,
0,dQAaDJFQrpg,,Mod Sun - poundzzzzzz (OFFICIAL VIDEO),MODSUN,,2017-12-08T23:02:37Z,,444560,6645,252,498,https://i.ytimg.com/vi/dQAaDJFQrpg/hqdefault.jpg,,,,Produced by Mod Sun “BB” out now on iTunes + Spotify http://smarturl.it/modsunBB?IQid=pYT Shot by John Rawl http://modsun.com http://modsunmerch.com.,,,,,,,,,,,,,,,,,,,,,,,,
0,OwLUra9f0i4,,Lost in Vegas ft. Mod Sun - Hollywood Signs,MODSUN,,2017-12-05T22:42:59Z,,133992,2874,68,193,https://i.ytimg.com/vi/OwLUra9f0i4/hqdefault.jpg,,,,Shot by Austin Cain and Forget Brennan Directed by Forget Brennan https://www.instagram.com/forgetbrennan https://www.modsun.com.,,,,,,,,,,,,,,,,,,,,,,,,
0,HDijC5l46fM,,Lost In Vegas - Honestly,MODSUN,,2018-03-27T23:37:04Z,,26058,768,75,92,https://i.ytimg.com/vi/HDijC5l46fM/hqdefault.jpg,,,,Itunes: https://itunes.apple.com/us/album/honestly/1348899938?i=1348900890 Spotify: ...,,,,,,,,,,,,,,,,,,,,,,,,
0,4IsdxwBMX1g,,Mod Sun - address on the internet (OFFICIAL VIDEO),MODSUN,,2017-12-23T20:14:58Z,,981064,17419,6663,2937,https://i.ytimg.com/vi/4IsdxwBMX1g/hqdefault.jpg,,,,"Directed by Bella Thorne Beat produced by Mod Sun Shot by @ForgetBrennan + Hunter Moreno Edited by @ForgetBrennan Starring Bella Thorne, Mod Sun, ...",,,,,,,,,,,,,,,,,,,,,,,,
0,aEM2kOrrNJI,,"Jennifer Lopez - Dinero ft. DJ Khaled, Cardi B",JenniferLopezVEVO,,2018-05-24T12:00:02Z,,129548578,1001882,79317,38987,https://i.ytimg.com/vi/aEM2kOrrNJI/hqdefault.jpg,,,,"Chorus: Yo quiero, yo quiero dinero, ay Yo quiero, yo quiero dinero, ay I just want the green, want the money, want the cash flow Yo quiero la venta, sí, sin ...",,,,,,,,,,,,,,,,,,,,,,,,
0,s3tz_mNg6NQ,,"Jennifer Lopez - Dinero (Audio) ft. DJ Khaled, Cardi B",JenniferLopezVEVO,,2018-05-17T11:58:00Z,,13668451,140463,9198,6828,https://i.ytimg.com/vi/s3tz_mNg6NQ/hqdefault.jpg,,,,"(C) 2018 Epic Records, a division of Sony Music Entertainment.",,,,,,,,,,,,,,,,,,,,,,,,
0,mfL9cgpS9K0,,Jennifer Lopez - Alive,JenniferLopezVEVO,,2018-01-10T22:55:17Z,,3821486,48523,2256,2595,https://i.ytimg.com/vi/mfL9cgpS9K0/hqdefault.jpg,,,,Music video by Jennifer Lopez performing Alive. (C) 2002 SONY BMG MUSIC ENTERTAINMENT http://vevo.ly/lgt0Qw.,,,,,,,,,,,,,,,,,,,,,,,,
0,LryQJ25CnKU,,Jennifer Lopez - El Anillo (Official Video),JenniferLopezVEVO,,2018-04-27T13:00:06Z,,361005600,2060251,252438,105875,https://i.ytimg.com/vi/LryQJ25CnKU/hqdefault.jpg,,,,Jennifer Lopez – “El Anillo” NUEVO SENCILLO “El Anillo” DISPONIBLE AHORA! iTunes: http://smarturl.it/ElAnillo Apple Music: http://smarturl.it/ElAnilloA Spotify: ...,,,,,,,,,,,,,,,,,,,,,,,,
0,7WUj_a3P38g,,"Jennifer Lopez - Behind the Scenes of Dinero ft. DJ Khaled, Cardi B",JenniferLopezVEVO,,2018-05-29T20:06:46Z,,512415,11940,554,406,https://i.ytimg.com/vi/7WUj_a3P38g/hqdefault.jpg,,,,"(C) 2018 Epic Records, a division of Sony Music Entertainment.",,,,,,,,,,,,,,,,,,,,,,,,
0,kTlv5_Bs8aw,,BTS (방탄소년단) &#39;MIC Drop (Steve Aoki Remix)&#39; Official MV,ibighit,,2017-11-24T09:00:02Z,,923382190,14292634,349162,1931036,https://i.ytimg.com/vi/kTlv5_Bs8aw/hqdefault.jpg,,,,"BTS (방탄소년단) 'MIC Drop (Steve Aoki Remix)' Official MV Credits: Music Video by GDW, Directed by Woogie Kim Producer: Cathy Kim Production Supervisor: ...",,,,,,,,,,,,,,,,,,,,,,,,
0,p8npDG2ulKQ,,BTS (방탄소년단) LOVE YOURSELF 轉 Tear &#39;Singularity&#39; Comeback Trailer,ibighit,,2018-05-06T15:00:02Z,,161526249,5591002,55540,644195,https://i.ytimg.com/vi/p8npDG2ulKQ/hqdefault.jpg,,,,"BTS (방탄소년단) LOVE YOURSELF 轉 Tear 'Singularity' Comeback Trailer Credits: Director : YongSeok Choi (Lumpens) Assistant Director : Wonju Lee, MinJe ...",,,,,,,,,,,,,,,,,,,,,,,,
0,OK3GJ0WIQ8s,,j-hope &#39;Daydream (백일몽)&#39; MV,ibighit,,2018-03-01T15:00:02Z,,134927011,5828736,59590,637924,https://i.ytimg.com/vi/OK3GJ0WIQ8s/hqdefault.jpg,,,,"j-hope 'Daydream (백일몽)' j-hope's 'Daydream (백일몽)', the first mixtape album is out now. Get 'Daydream (백일몽)' on: Google: https://bit.ly/2ovoi8m ...",,,,,,,,,,,,,,,,,,,,,,,,
0,8O_MwlZ2dEg,,j-hope &#39;Airplane&#39; MV,ibighit,,2018-03-06T15:00:10Z,,54033396,3431184,19797,236498,https://i.ytimg.com/vi/8O_MwlZ2dEg/hqdefault.jpg,,,,j-hope 'Airplane' MV j-hope - 'Hope World' Full Mixtape Download Google: https://bit.ly/2ovoi8m MediaFire: https://bit.ly/2owaKcq Dropbox: ...,,,,,,,,,,,,,,,,,,,,,,,,
0,7C2z4GqqS5E,,BTS (방탄소년단) &#39;FAKE LOVE&#39; Official MV,ibighit,,2018-05-18T09:00:02Z,,920047760,16229074,570478,3949704,https://i.ytimg.com/vi/7C2z4GqqS5E/hqdefault.jpg,,,,"BTS (방탄소년단) 'FAKE LOVE' Official MV Director : YongSeok Choi (Lumpens) Assistant Director : WonJu Lee, Guzza, HyeJeong Park, MinJe Jeong ...",,,,,,,,,,,,,,,,,,,,,,,,
0,D_6QmL6rExk,,BTS (방탄소년단) &#39;FAKE LOVE&#39; Official MV (Extended ver.),ibighit,,2018-06-01T15:00:01Z,,43329806,2783446,23467,170053,https://i.ytimg.com/vi/D_6QmL6rExk/hqdefault.jpg,,,,"BTS (방탄소년단) 'FAKE LOVE' Official MV (Extended ver.) Director : YongSeok Choi (Lumpens) Assistant Director : WonJu Lee, Guzza, HyeJeong Park, MinJe ...",,,,,,,,,,,,,,,,,,,,,,,,
0,BP71K87Hp5Y,,BTS (방탄소년단) &#39;FAKE LOVE&#39; Official Teaser 1,ibighit,,2018-05-14T17:01:31Z,,20199360,2100244,13715,114581,https://i.ytimg.com/vi/BP71K87Hp5Y/hqdefault.jpg,,,,"BTS (방탄소년단) 'FAKE LOVE' Official Teaser 1 'FAKE LOVE' MV will be released on May 18, 2018. This video contains Chopin - Valse Op. 69, No. 1 in A flat ...",,,,,,,,,,,,,,,,,,,,,,,,
0,kX0vO4vlJuU,,BTS (방탄소년단) &#39;Euphoria : Theme of LOVE YOURSELF 起 Wonder&#39;,ibighit,,2018-04-05T15:00:05Z,,78296500,5538156,40372,360376,https://i.ytimg.com/vi/kX0vO4vlJuU/hqdefault.jpg,,,,BTS (방탄소년단) 'Euphoria : Theme of LOVE YOURSELF 起 Wonder' credits: Director : YongSeok Choi (Lumpens) Assistant Director : WonJu Lee (Lumpens) ...,,,,,,,,,,,,,,,,,,,,,,,,
0,2Ioa5dOIN3Y,,[EPISODE] Lee Hyun &#39;다음이 있을까&#39; comeback surprise party,ibighit,,2018-03-17T05:00:04Z,,2749071,359973,1140,15472,https://i.ytimg.com/vi/2Ioa5dOIN3Y/hqdefault.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5Lm3KTEtlBM,,LeeHyun (이현) &#39;다음이 있을까 (이런 꽃같은 엔딩 中 - 웅채커플)&#39; MV,ibighit,,2018-02-26T11:01:38Z,,2274905,251829,2203,25430,https://i.ytimg.com/vi/5Lm3KTEtlBM/hqdefault.jpg,,,,LeeHyun (이현) '다음이 있을까 (이런 꽃같은 엔딩 中 - 웅채커플)' MV.,,,,,,,,,,,,,,,,,,,,,,,,
0,dsaqtHx0rPs,,Ciara - Jingle Bells &amp; Jingle Bell Rock (Disney Magical Holiday Celebration),cicigoodies2011,,2017-12-01T03:08:51Z,,25648,357,11,70,https://i.ytimg.com/vi/dsaqtHx0rPs/hqdefault.jpg,,,,"Ciara FINALLY makes her return to the stage with a funky rendition of ""Jingle Bells"" live on ABC's The Wonderful World of Disney's Magical Holiday Celebration.",,,,,,,,,,,,,,,,,,,,,,,,
0,bw_ob5GFi6I,,Ciara - Santa Baby (Taraji&#39;s White Hot Holidays 2017),cicigoodies2011,,2017-12-15T05:13:47Z,,102044,1734,75,210,https://i.ytimg.com/vi/bw_ob5GFi6I/hqdefault.jpg,,,,"Ciara continues on with the Christmas spirit with a performance of Santa Baby, along with Salt-N-Pepa and The Ying Yang Twins at Taraji Henson's White Hot ...",,,,,,,,,,,,,,,,,,,,,,,,
0,HEPsjQMwBV0,,Faking My Death In Front of My Dog - Funny Dog Reacts,TheMeanKitty,,2018-02-25T20:09:00Z,,40164316,793196,31742,24614,https://i.ytimg.com/vi/HEPsjQMwBV0/hqdefault.jpg,,,,"What would my dog do if I suddenly died? To find out, I'm faking my death in front of Penny to see how she reacts. Needless to day, her reaction was priceless!",,,,,,,,,,,,,,,,,,,,,,,,
0,V-F7tpdPZ-E,,Faking My Death In Front of My Cat - Mean Kitty Reacts,TheMeanKitty,,2018-02-08T17:51:42Z,,23990759,392634,19811,21745,https://i.ytimg.com/vi/V-F7tpdPZ-E/hqdefault.jpg,,,,"What would my cat do if I suddenly died? To find out, I'm faking my death in front of Sparta to see how he reacts. Needless to day, his reaction was priceless!",,,,,,,,,,,,,,,,,,,,,,,,
0,P6UtXRKKBDU,,Until We Meet Again At The Rainbow Bridge - RIP Loki,TheMeanKitty,,2018-03-31T23:10:13Z,,316102,21033,144,6552,https://i.ytimg.com/vi/P6UtXRKKBDU/hqdefault.jpg,,,,Until we meet again at the rainbow bridge. Rest in peace Loki. I love you my boy! SUBSCRIBE: http://bit.ly/SubTmk WATCH MORE Most Popular: ...,,,,,,,,,,,,,,,,,,,,,,,,
0,3w4i7sPGLsw,,Cats Are Funny! - Best of The Mean Kitty Compilation | GET READY to LAUGH BIG!,TheMeanKitty,,2018-02-19T20:47:19Z,,520494,12027,356,701,https://i.ytimg.com/vi/3w4i7sPGLsw/hqdefault.jpg,,,,"Dear Subscribers, This funny cats compilation is dedicated to YOU, the 500000 people who've subscribed to us to bring us this far! So enjoy our funny cat ...",,,,,,,,,,,,,,,,,,,,,,,,
0,ORP4KRPdhw4,,Cat Tested To See Whether He&#39;d Defend Home During Home Invasion - Mean Kitty Reacts,TheMeanKitty,,2018-05-23T17:11:30Z,,1507790,23184,2320,5169,https://i.ytimg.com/vi/ORP4KRPdhw4/hqdefault.jpg,,,,"If a masked intruder broke into your home, would your cat attack or run away? Cory put his cat Sparta to the test to find out whether he would confront the burglar ...",,,,,,,,,,,,,,,,,,,,,,,,
0,cq9ModAYKP0,,CAT REACTS TO PREGNANT BELLY - Does Kitty Know Baby Gender?,TheMeanKitty,,2018-05-18T22:56:26Z,,116648,4106,61,464,https://i.ytimg.com/vi/cq9ModAYKP0/hqdefault.jpg,,,,"CATS WITH ATTITUDES! Sparta - from viral hit ""The Mean Kitty Song"" which now has over 80 million views to date. He's a Bengal mix, born sometime in ...",,,,,,,,,,,,,,,,,,,,,,,,
0,kppPyEvZqO8,,Cat Catching Robot Mice | Great Entertainment Toy for Cats!,TheMeanKitty,,2018-02-06T16:30:02Z,,92444,2401,76,168,https://i.ytimg.com/vi/kppPyEvZqO8/hqdefault.jpg,,,,Games for Cats - Remote Control Mice Catching Game HOW WOULD YOUR CAT REACT? We've had a few mice come into our house lately but the only one ...,,,,,,,,,,,,,,,,,,,,,,,,
0,W0QrPMRyN4w,,How To Get The Kitty Toes,TheMeanKitty,,2018-05-26T13:50:24Z,,789353,6169,867,519,https://i.ytimg.com/vi/W0QrPMRyN4w/hqdefault.jpg,,,,Step One: Create Suspense Step Two: GET THOSE KITTY TOES! SUBSCRIBE: http://bit.ly/SubTmk WATCH MORE Most Popular: ...,,,,,,,,,,,,,,,,,,,,,,,,
0,yvmXFC5RCdA,,Funny Cat Reacts To Slime - WILL IT LIKE SLIME ??,TheMeanKitty,,2018-03-09T23:00:59Z,,279710,5607,875,653,https://i.ytimg.com/vi/yvmXFC5RCdA/hqdefault.jpg,,,,"CATS WITH ATTITUDES! Sparta - from viral hit ""The Mean Kitty Song"" which now has over 80 million views to date. He's a Bengal mix, born sometime in ...",,,,,,,,,,,,,,,,,,,,,,,,
0,7HIt7pA4WqY,,"World&#39;s Smallest Cat - Cute, Tiny and Mean",TheMeanKitty,,2018-03-03T17:00:01Z,,4318092,32435,8509,5217,https://i.ytimg.com/vi/7HIt7pA4WqY/hqdefault.jpg,,,,"CATS WITH ATTITUDES! Sparta - from viral hit ""The Mean Kitty Song"" which now has over 80 million views to date. He's a Bengal mix, born sometime in ...",,,,,,,,,,,,,,,,,,,,,,,,
0,Ky9aIxiGzfk,,My Hangry Uber Pool Story,itsAlexClark,,2018-04-04T21:50:03Z,,4367939,75145,1998,4251,https://i.ytimg.com/vi/Ky9aIxiGzfk/hqdefault.jpg,,,,Who do you think you would be in this Uber Pool? Comment below! Voiceovers by: Illymation: https://www.youtube.com/channel/UCsKVP_4zQ877TEiH_Ih5yDQ ...,,,,,,,,,,,,,,,,,,,,,,,,
0,5ek2W8hUvGw,,My Sister in Real Life,itsAlexClark,,2018-05-09T21:51:32Z,,14043817,295627,6427,14916,https://i.ytimg.com/vi/5ek2W8hUvGw/hqdefault.jpg,,,,"Written by: Alex Clark Mail me packages and stuff: Alex Clark P.O. Box 192022 LA, CA 90019 Email: sayhello (at) itsalexclark (dot) com.",,,,,,,,,,,,,,,,,,,,,,,,
0,C3E5GEORkps,,School Dances Terrify Me,itsAlexClark,,2018-02-21T21:55:02Z,,4403302,86208,1474,5658,https://i.ytimg.com/vi/C3E5GEORkps/hqdefault.jpg,,,,"Written by: Joe Cabello + Alex Clark Mail me packages and stuff: Alex Clark P.O. Box 192022 LA, CA 90019 Email: sayhello (at) itsalexclark (dot) com Welcome ...",,,,,,,,,,,,,,,,,,,,,,,,
0,jWkOwC7vMb4,,“Bonding” with Grandma,itsAlexClark,,2018-06-06T21:40:34Z,,2557081,76740,1419,5872,https://i.ytimg.com/vi/jWkOwC7vMb4/hqdefault.jpg,,,,"Written by: Alex Clark Mail me packages and stuff: Alex Clark P.O. Box 192022 LA, CA 90019 Email: sayhello (at) itsalexclark (dot) com.",,,,,,,,,,,,,,,,,,,,,,,,
0,JfQ3W0wjGh4,,My Dad Hustled Me Hard,itsAlexClark,,2018-05-16T21:53:15Z,,3017097,67270,1692,5549,https://i.ytimg.com/vi/JfQ3W0wjGh4/hqdefault.jpg,,,,"Written by: Alex Clark Mail me packages and stuff: Alex Clark P.O. Box 192022 LA, CA 90019 Email: sayhello (at) itsalexclark (dot) com.",,,,,,,,,,,,,,,,,,,,,,,,
0,lWHZKP6xXHU,,4 Lies That Ruined Christmas,itsAlexClark,,2017-12-20T19:13:07Z,,4029879,113955,2281,5522,https://i.ytimg.com/vi/lWHZKP6xXHU/hqdefault.jpg,,,,"Written by: Alex Clark and Riley Trela Mail me packages and stuff: Alex Clark P.O. Box 192022 LA, CA 90019 Email: sayhello (at) itsalexclark (dot) com Welcome ...",,,,,,,,,,,,,,,,,,,,,,,,
0,52GGgXhF-rU,,My Secret Babysitter Relationship (Part 3),itsAlexClark,,2017-12-13T20:49:29Z,,10629572,251344,5567,11167,https://i.ytimg.com/vi/52GGgXhF-rU/hqdefault.jpg,,,,"Written by: Alex Clark and Riley Trela Mail me packages and stuff: Alex Clark P.O. Box 192022 LA, CA 90019 Email: sayhello (at) itsalexclark (dot) com Welcome ...",,,,,,,,,,,,,,,,,,,,,,,,
0,xKpwI6ytSx4,,My iPhone X Ruined My Life,itsAlexClark,,2018-01-18T17:50:03Z,,8033593,151557,7881,12276,https://i.ytimg.com/vi/xKpwI6ytSx4/hqdefault.jpg,,,,"Written by: Alex Clark, Joe Cabello, + Riley Trela Mail me packages and stuff: Alex Clark P.O. Box 192022 LA, CA 90019 Email: sayhello (at) itsalexclark (dot) ...",,,,,,,,,,,,,,,,,,,,,,,,
0,KP8RhI3OeSY,,My Terrifying Roller Coaster Accident at Six Flags,itsAlexClark,,2017-11-15T23:46:11Z,,4729908,177669,2333,28170,https://i.ytimg.com/vi/KP8RhI3OeSY/hqdefault.jpg,,,,The key to looking cool in high school is surviving a roller coaster accident at Six Flags. Kats channel(voice of Dorothy): https://www.youtube.com/user/patkurgal ...,,,,,,,,,,,,,,,,,,,,,,,,
0,HhhWIeCp8Ks,,We Never Went to Prom (Babysitter 6),itsAlexClark,,2018-05-23T21:01:24Z,,5287585,140312,2219,8772,https://i.ytimg.com/vi/HhhWIeCp8Ks/hqdefault.jpg,,,,So I was set on going to prom with the babysitter. But then this happened..... Voices: Babysitter: https://www.youtube.com/user/patkurgal Bus driver: ...,,,,,,,,,,,,,,,,,,,,,,,,
0,8x0NdTsmWv8,,Ridley Joining the Roster in Super Smash Bros. Ultimate! (E3 2018),GameXplain,,2018-06-12T16:44:03Z,,743090,12780,179,4372,https://i.ytimg.com/vi/8x0NdTsmWv8/hqdefault.jpg,,,,It's finally happening: the purple space dragon Ridley is joining the Smash roster in Super Smash Bros. Ultimate for Nintendo Switch! Check out his reveal trailer ...,,,,,,,,,,,,,,,,,,,,,,,,
0,3tfjcsMvN8M,,Super Smash Bros. for Nintendo Switch Reveal Trailer (Inkling Revealed! - Nintendo Direct),GameXplain,,2018-03-08T22:34:51Z,,1830711,32967,586,11460,https://i.ytimg.com/vi/3tfjcsMvN8M/hqdefault.jpg,,,,"At long last, Super Smash Bros. has been revealed for the Nintendo Switch -- and the Inklings are officially joining the roster! Check out the all-new CG trailer ...",,,,,,,,,,,,,,,,,,,,,,,,
0,JQiJjKEQhBs,,Kirby Star Allies - Opening Cutscene,GameXplain,,2018-02-28T14:00:01Z,,215229,3444,45,896,https://i.ytimg.com/vi/JQiJjKEQhBs/hqdefault.jpg,,,,What new danger is threatening Popstar in Kirby: Star Allies? Find out as we wake Kirby from his nap in this opening cutscene! --------------------------------- Follow ...,,,,,,,,,,,,,,,,,,,,,,,,
0,b0weAj9PWU8,,Kirby Star Allies - Marx Gameplay Trailer,GameXplain,,2018-03-23T03:30:36Z,,386723,7239,70,3044,https://i.ytimg.com/vi/b0weAj9PWU8/hqdefault.jpg,,,,Marx is returning in Kirby Star Allies and he's...a friend? See how this infamous character will play when he becomes a Dream Friend on March 28th!,,,,,,,,,,,,,,,,,,,,,,,,
0,AiKA-NMt60Q,,Befriending &amp; Torching Whispy Woods SECRET in Kirby Star Allies (Easter Eggs),GameXplain,,2018-03-19T19:03:25Z,,264335,4563,105,451,https://i.ytimg.com/vi/AiKA-NMt60Q/hqdefault.jpg,,,,Kirby Star Allies has plenty of secrets related to the perennial Whispy Woods! We take a closer look at what this tree can do in this Easter Egg video!,,,,,,,,,,,,,,,,,,,,,,,,
0,1x4DayyFACc,,Bayonetta 3 ANALYSIS - Reveal Teaser Trailer (Secrets &amp; Hidden Details!),GameXplain,,2017-12-08T09:00:57Z,,151667,4123,85,1195,https://i.ytimg.com/vi/1x4DayyFACc/hqdefault.jpg,,,,"Bayonetta 3 was just revealed for Nintendo Switch! And even though the teaser trailer was short, that didn't stop us from analyzing every frame to see what ...",,,,,,,,,,,,,,,,,,,,,,,,
0,uHRwMmwbFnA,,Super Smash Bros. Ultimate - Everyone is Here Trailer (E3 2018),GameXplain,,2018-06-12T16:24:41Z,,1603650,25982,1196,8158,https://i.ytimg.com/vi/uHRwMmwbFnA/hqdefault.jpg,,,,"Every fighter in the Super Smash Bros. series' entire history is coming together at last in Super Smash Bros. Ultimate for the Nintendo Switch! Ice Climbers, Wolf ...",,,,,,,,,,,,,,,,,,,,,,,,
0,HpL7EktZax8,,Zelda: Breath of the Wild DLC Pack 2: The Champions&#39; Ballad - REVIEW (Nintendo Switch),GameXplain,,2017-12-10T20:06:31Z,,157043,3205,114,1024,https://i.ytimg.com/vi/HpL7EktZax8/hqdefault.jpg,,,,Is the 2nd DLC Pack for The Legend of Zelda: Breath of the Wild a loving expansion? Or is the Champions Ballad simply out of tune? Find out in our review!,,,,,,,,,,,,,,,,,,,,,,,,
0,9FruCOL_MdE,,The Kongfounding Case of Donkey Kong Jr. - Missing in Action,GameXplain,,2018-01-28T15:00:01Z,,616190,8688,360,2809,https://i.ytimg.com/vi/9FruCOL_MdE/hqdefault.jpg,,,,"Welcome to Missing in Action, where we take a look back at game elements that have gone missing! But has Donkey Kong Jr. really disappeared? Or has he ...",,,,,,,,,,,,,,,,,,,,,,,,
0,3jXU5JFbvVU,,Hyrule Warriors: Definitive Edition - REVIEW (Nintendo Switch),GameXplain,,2018-05-16T13:00:01Z,,189432,3684,94,731,https://i.ytimg.com/vi/3jXU5JFbvVU/hqdefault.jpg,,,,Is the Definitive Edition of Hyrule Warriors the best version? Or is it better left forgotten? Find out in our review! --------------------------------- Follow GameXplain!,,,,,,,,,,,,,,,,,,,,,,,,
0,YAwBjdtVWpM,,I TRIED FOLLOWING MY VERY FIRST MAKEUP TUTORIAL.. LOL CRINGEEE,RawBeautyKristi,,2018-03-01T01:00:01Z,,605320,28806,221,4797,https://i.ytimg.com/vi/YAwBjdtVWpM/hqdefault.jpg,,,,"Hey guys!!! I did ANOTHER following a makeup tutorial, like I mentioned in my ""I Tried following a Jaclyn Hill Makeup Tutorial"" that I wanted to do! This is my ...",,,,,,,,,,,,,,,,,,,,,,,,
0,0rn3lDY16Is,,"REALLY, FASHION NOVA!?! | WHAT I LOVE AND LOATHE | TERRIBLE CUSTOMER SERVICE, BAD POLICIES ETC..",RawBeautyKristi,,2017-12-14T01:00:01Z,,233421,17553,201,3356,https://i.ytimg.com/vi/0rn3lDY16Is/hqdefault.jpg,,,,"WHATS GOOD, FASHION NOVA?! This is my rant all about the policies and strange gift card and shipping situation with Fashion Nova. While I LOVE a lot of the ...",,,,,,,,,,,,,,,,,,,,,,,,
