video_id,thumbnail_link,region,mean_r,mean_g,mean_b,std_r,std_g,std_b,entropy,thumb_ocr_text,clean_thumb_ocr_text,thumb_ocr_text_V2,clean_thumb_ocr_text_V2,bboxes,avg_texts_coords,avg_texts_coordX,avg_texts_coordY,ocr_sentiment_compound
8pffcngJJq0,https://i.ytimg.com/vi/8pffcngJJq0/default.jpg,GB,53.848310185185184,53.848310185185184,53.848310185185184,53.288777281704135,53.288777281704135,53.288777281704135,6.127902979058126," 
",,notzon mon oxcerar,mon,"[""[[69, 49], [88, 57]]""]","[78.5, 53.0]",78.5,53.0,0.0
npCluN5VHF0,https://i.ytimg.com/vi/npCluN5VHF0/default.jpg,GB,109.2840162037037,98.70291666666667,100.0375636574074,87.8501228239127,82.14556020222852,76.722390647727,6.563139425687729," 
",,smokey everyday eye,everyday eye,"[""[[15, 251], [184, 288]]"", ""[[322, 253], [398, 286]]""]","[229.75, 269.5]",229.75,269.5,0.0
bkwLxcfcKTY,https://i.ytimg.com/vi/bkwLxcfcKTY/default.jpg,GB,173.34283564814814,119.73745949074075,117.38594328703704,103.13930904463868,79.55822394478498,81.95241632793744,6.1610649688714485," 

Seta

 
",seta,scrap line,scrap line,"[""[[362, 104], [445, 149]]"", ""[[417, 130], [444, 144]]""]","[417.0, 131.75]",417.0,131.75,0.0
hYip_Vuv8J0,https://i.ytimg.com/vi/hYip_Vuv8J0/default.jpg,GB,119.10078125,120.17016782407407,118.82590856481481,99.73049557228332,98.34501652623769,101.87567739510447,6.25263520830527,"Child

Teen

College
Student

  
 

{ Grad
|» 5 Levels| Student
L=}fofe! Collin | Expert

  
",child teen college student grad level student collin expert,level child levely teen level a college student level grad b student slevels level 5 blockchain expert,level child teen college student grad expert,"[""[[204, 272], [229, 281]]"", ""[[202, 68], [253, 86]]"", ""[[204, 113], [249, 132]]"", ""[[201, 151], [278, 179]]"", ""[[202, 238], [282, 257]]"", ""[[204, 220], [253, 238]]"", ""[[204, 284], [270, 304]]""]","[231.07142857142858, 201.64285714285714]",231.07142857142856,201.64285714285717,0.0
J6H6ND35Swc,https://i.ytimg.com/vi/J6H6ND35Swc/default.jpg,GB,,,,,,,,,,,,[],"[-1, -1]",-1.0,-1.0,0.0
VTVLcK2zybM,https://i.ytimg.com/vi/VTVLcK2zybM/default.jpg,GB,50.02137731481481,38.97607060185185,24.601875,65.40761893518683,56.67619701578563,40.69873952918079,5.888477248678586,"   

a ||

We
",,,,[],"[-1, -1]",-1.0,-1.0,0.0
jBzwpspHssw,https://i.ytimg.com/vi/jBzwpspHssw/default.jpg,GB,,,,,,,,,,,,[],"[-1, -1]",-1.0,-1.0,0.0
2nshBD9EbxE,https://i.ytimg.com/vi/2nshBD9EbxE/default.jpg,GB,104.69493055555556,96.26724537037038,88.43069444444444,92.47882121036024,86.97695478252491,86.43893343253393,6.540066897137414," 

PNR OLIV CY

Ba WOODEN KATANA
",wooden,how to make a wooden katana,make wooden,"[""[[170, 253], [225, 273]]"", ""[[81, 278], [242, 310]]""]","[179.5, 278.5]",179.5,278.5,0.0
tMLy3u0I8VI,https://i.ytimg.com/vi/tMLy3u0I8VI/default.jpg,GB,154.68557291666667,144.34163773148148,140.75429398148148,101.4252095494198,99.87838126480484,97.7087636159734,6.144112574491447," 

 
",,,,[],"[-1, -1]",-1.0,-1.0,0.0
Z8qKEQhBdAg,https://i.ytimg.com/vi/Z8qKEQhBdAg/default.jpg,GB,144.59064814814815,125.76456018518519,127.8125173611111,93.91996026235748,85.65120751156954,84.76739357472785,6.626955867357018," 
",,teffer,,[],"[-1, -1]",-1.0,-1.0,0.0
lR-oJvKJyUY,https://i.ytimg.com/vi/lR-oJvKJyUY/default.jpg,GB,164.22756365740742,152.05126736111112,142.29133680555555,100.30852459857235,97.49898440893875,95.0918323275361,5.8825716499816085," 
",,4 b epicurious,,[],"[-1, -1]",-1.0,-1.0,0.0
AtIoXmGwyfA,https://i.ytimg.com/vi/AtIoXmGwyfA/default.jpg,GB,107.49802083333333,95.35516203703703,85.66123263888889,93.50822166655374,87.99056738023604,85.55521520598533,6.795047889886439," 
",,yths book christmas gift guide,book gift guide,"[""[[0, 212], [89, 238]]"", ""[[292, 212], [368, 238]]"", ""[[374, 212], [476, 238]]""]","[266.5, 225.0]",266.5,225.0,0.4404
Blgj9YbU9ww,https://i.ytimg.com/vi/Blgj9YbU9ww/default.jpg,GB,140.4450925925926,134.02256944444446,133.31182291666667,98.60042519477679,100.56738959228247,102.23034072089514,6.25039141759299," 
",,mytheresam,,[],"[-1, -1]",-1.0,-1.0,0.0
MU29Wqg_BVo,https://i.ytimg.com/vi/MU29Wqg_BVo/default.jpg,GB,87.75421875,94.33357638888889,97.47786458333333,85.31321575552313,87.60727511302045,89.5707016072271,6.690470923319532," 
",,games brazils markets game,game brazil market game,"[""[[253, 47], [411, 90]]"", ""[[21, 206], [113, 234]]"", ""[[186, 236], [444, 298]]"", ""[[21, 237], [177, 298]]""]","[203.25, 205.75]",203.25,205.75,0.0
tr1Loa7r7sY,https://i.ytimg.com/vi/tr1Loa7r7sY/default.jpg,GB,132.5241087962963,122.41012731481482,109.97212962962963,109.04470210716879,109.2010992208912,100.8243406739022,6.211291158937788," 
",,the i podcast post malone,post,"[""[[13, 190], [154, 241]]""]","[83.5, 215.5]",83.5,215.5,0.0
Z35ALmnFo9A,https://i.ytimg.com/vi/Z35ALmnFo9A/default.jpg,GB,32.14454861111111,32.258784722222224,31.10494212962963,63.4693536368273,57.58711575377658,54.85067834940043,4.862541584468398,"     

 
  

eer dua.
mie ks

  
  
",eer,flume,flume,"[""[[40, 261], [199, 296]]""]","[119.5, 278.5]",119.5,278.5,0.0
tE8pKjl9jgo,https://i.ytimg.com/vi/tE8pKjl9jgo/default.jpg,GB,99.1189525462963,98.69178819444444,101.32365162037037,78.18147810136328,78.30081165717333,79.35206967326594,6.44092487545808," 
",,i,,[],"[-1, -1]",-1.0,-1.0,0.0
6ZfuNTqbHE8,https://i.ytimg.com/vi/6ZfuNTqbHE8/default.jpg,GB,72.93168402777778,63.462164351851854,48.38144097222222,68.07016169208148,62.92477691611396,56.028858980558546,6.588338718134557," 
",,marvel studios avenders war official trailer,marvel studio war official trailer,"[""[[220, 190], [246, 202]]"", ""[[246, 190], [274, 204]]"", ""[[274, 250], [317, 262]]"", ""[[42, 272], [243, 302]]"", ""[[269, 272], [441, 301]]""]","[257.2, 244.5]",257.2,244.5,-0.2732
nx1R-eHSkfM,https://i.ytimg.com/vi/nx1R-eHSkfM/default.jpg,GB,148.34607060185186,140.00726851851852,97.68325231481481,102.18929607190897,97.39799593176004,75.08338694397906,6.207028151093173," 
",,snapchat the new seconds in 60,new second,"[""[[145, 154], [224, 185]]"", ""[[201, 189], [406, 230]]""]","[244.0, 189.5]",244.0,189.5,0.0
WeyLEe1T0yo,https://i.ytimg.com/vi/WeyLEe1T0yo/default.jpg,GB,96.73217013888889,86.66544560185186,94.57855324074075,86.00054645493412,78.6419096547335,76.39004904619394,6.7917866585625335," 
",,up vex,vex,"[""[[14, 256], [116, 304]]""]","[65.0, 280.0]",65.0,280.0,0.0
7AXo-bYGXI4,https://i.ytimg.com/vi/7AXo-bYGXI4/default.jpg,GB,35.80576967592592,21.028773148148147,98.92686921296297,47.11332697844229,47.20651002533099,73.76604442733803,5.637773313627043,"ya ry

a

3
“vevo

  
",,sam smith last one song vevo,sam smith last one song,"[""[[60, 149], [106, 162]]"", ""[[117, 149], [189, 162]]"", ""[[130, 173], [209, 192]]"", ""[[43, 174], [113, 191]]"", ""[[78, 193], [171, 211]]""]","[121.6, 175.6]",121.6,175.6,0.0
v1OhsiZjpww,https://i.ytimg.com/vi/v1OhsiZjpww/default.jpg,GB,54.35333912037037,52.135173611111114,49.38469907407407,58.032945482922884,53.71818301493808,51.05258050803418,6.245214575603912,"  
",,ioty,,[],"[-1, -1]",-1.0,-1.0,0.0
YL9sNrOlK-I,https://i.ytimg.com/vi/YL9sNrOlK-I/default.jpg,GB,113.98522569444444,118.72135416666667,127.33907986111112,77.25252914773957,80.86064097740149,83.98828288862235,6.67713993202028," 
",,copeniz door a the sky in,door sky,"[""[[66, 215], [197, 253]]"", ""[[172, 261], [254, 296]]""]","[172.25, 256.25]",172.25,256.25,0.0
y8dm1IbpMj4,https://i.ytimg.com/vi/y8dm1IbpMj4/default.jpg,GB,,,,,,,,,,,,[],"[-1, -1]",-1.0,-1.0,0.0
nVrkQyLS4oE,https://i.ytimg.com/vi/nVrkQyLS4oE/default.jpg,GB,112.54859953703703,112.01379629629629,108.95497106481481,85.19135106039565,89.48661287439741,95.17457116636513,6.759566859181163," 
",,insyncy and toys 904s box mystery me tickle elmo,toy box mystery tickle,"[""[[231, 203], [399, 269]]"", ""[[383, 249], [477, 293]]"", ""[[187, 259], [373, 310]]"", ""[[94, 281], [135, 307]]""]","[284.875, 271.375]",284.875,271.375,0.0
0nybdPCuvRI,https://i.ytimg.com/vi/0nybdPCuvRI/default.jpg,GB,134.78872685185186,121.10212384259259,116.87019097222222,97.02826188492482,92.76957237141886,89.49758852709098,6.281089673417301," 
",,cavs 70 93 heat cavaliers 3rd of 1159 23,heat cavalier,"[""[[97, 277], [118, 285]]"", ""[[202, 277], [244, 285]]""]","[165.25, 281.0]",165.25,281.0,0.0
SLJYTr78NUQ,https://i.ytimg.com/vi/SLJYTr78NUQ/default.jpg,GB,137.61338541666666,129.92256944444443,130.77028935185186,95.55598866700578,92.70894693866043,92.82376290518003,6.93172869905084," 
",,what loving lim,love lim,"[""[[259, 169], [416, 202]]"", ""[[197, 172], [246, 197]]""]","[279.5, 185.0]",279.5,185.0,0.6369
evhLzq7Gsak,https://i.ytimg.com/vi/evhLzq7Gsak/default.jpg,GB,94.00712962962963,73.85835648148148,68.90745370370371,84.65546641032569,66.48178457422297,66.14022089049705,6.8302188891785365," 
",,today to today,today,"[""[[21, 276], [132, 302]]""]","[76.5, 289.0]",76.5,289.0,0.0
ggpoZyF2lU0,https://i.ytimg.com/vi/ggpoZyF2lU0/default.jpg,GB,101.97845486111112,91.19667824074074,85.50213541666666,75.05263672928756,70.28832467908563,67.35781901515624,6.734620205664165," 

   
 
 

a ) e :
",,vogue,vogue,"[""[[8, 254], [176, 310]]""]","[92.0, 282.0]",92.0,282.0,0.0
_KEN-cxmGw8,https://i.ytimg.com/vi/_KEN-cxmGw8/default.jpg,GB,102.985,102.3296238425926,98.68896412037037,84.53285190065424,83.2994888202034,80.78172370745955,5.797841018450244," 
",,m thergondious clarkson tesla on,,[],"[-1, -1]",-1.0,-1.0,0.0
hzCeq0-Vd1U,https://i.ytimg.com/vi/hzCeq0-Vd1U/default.jpg,GB,105.76216435185185,97.75737847222223,99.11431134259259,89.2855767168937,86.19047667924835,82.84076072673639,6.675243360161636," 
",,,,[],"[-1, -1]",-1.0,-1.0,0.0
CXK3OiDgymo,https://i.ytimg.com/vi/CXK3OiDgymo/default.jpg,GB,112.34013310185185,86.34246527777778,83.35753472222223,90.21805251963984,74.69607066077135,72.98836652573705,6.874926476072043," 
",,,,[],"[-1, -1]",-1.0,-1.0,0.0
Q0hEOLm6Wrs,https://i.ytimg.com/vi/Q0hEOLm6Wrs/default.jpg,GB,114.31295138888889,107.93888310185186,97.88475115740741,87.28997188142355,81.64068646926451,79.54591993675693,6.7671776902497065," 
",,live on moment the,live moment,"[""[[53, 166], [136, 206]]"", ""[[261, 169], [426, 209]]""]","[219.0, 187.5]",219.0,187.5,0.0
W8_T7MMywcs,https://i.ytimg.com/vi/W8_T7MMywcs/default.jpg,GB,84.11501736111111,50.93609953703704,49.24548611111111,75.84025704923114,65.27216996059913,61.735214270368814,6.516788498341487,"ae ;

 
",,honest trailers commentaries,honest trailer commentary,"[""[[165, 89], [305, 125]]"", ""[[170, 125], [294, 150]]"", ""[[179, 153], [291, 174]]""]","[234.0, 136.0]",234.0,136.0,0.5106
xegUPsJaUKc,https://i.ytimg.com/vi/xegUPsJaUKc/default.jpg,GB,106.43704861111111,88.67098958333334,83.10596064814816,92.6497561263904,87.04930547874393,86.061870706231,6.702204854712574,"    

JEWELRY LINE «9 ;
",jewelry line,a made we line jewelry,make line jewelry,"[""[[97, 213], [198, 256]]"", ""[[175, 253], [269, 297]]"", ""[[4, 257], [171, 309]]""]","[152.33333333333334, 264.1666666666667]",152.33333333333334,264.1666666666667,0.0
dkUF_rHF-K8,https://i.ytimg.com/vi/dkUF_rHF-K8/default.jpg,GB,86.19743055555556,72.77751157407407,56.90126736111111,72.22639153805142,64.99500738530597,56.81012144727703,6.737861508405833,"     

Lt

ACTIVE TIME REPORT

_ aes
",active time report aes,fantasy final xv active time report intespecial 201711 29 22 00 at squase enix prosonts jasan enix sepjp square com,fantasy final active time report square,"[""[[344, 86], [437, 126]]"", ""[[273, 87], [342, 125]]"", ""[[285, 144], [349, 162]]"", ""[[350, 145], [392, 162]]"", ""[[394, 145], [458, 162]]"", ""[[374, 289], [409, 297]]""]","[367.25, 160.83333333333334]",367.25,160.83333333333334,0.4019
IbVR4kzVQrk,https://i.ytimg.com/vi/IbVR4kzVQrk/default.jpg,GB,58.152627314814815,35.81744212962963,42.364525462962966,63.39286304094779,45.04704671776606,48.11330573052584,6.3073108172079495," 
",,you watch what happens live andy cohen,watch live,"[""[[50, 214], [118, 233]]"", ""[[22, 266], [85, 292]]""]","[68.75, 251.25]",68.75,251.25,0.0
c5_LROaHGtw,https://i.ytimg.com/vi/c5_LROaHGtw/default.jpg,GB,82.37022569444444,104.40848958333333,95.6916724537037,71.60240351216322,87.03998977649833,77.31557497910599,6.708809102287648," 
",,bts episode tern do companamenally,episode tern,"[""[[408, 60], [466, 76]]"", ""[[220, 256], [292, 279]]""]","[346.5, 167.75]",346.5,167.75,0.0
q9bGAAYR2MY,https://i.ytimg.com/vi/q9bGAAYR2MY/default.jpg,GB,99.71450810185185,100.14887731481481,96.17512152777778,85.98851360720839,85.01314658623815,84.34667685284663,6.819428258114176," 
",,,,[],"[-1, -1]",-1.0,-1.0,0.0
e7b5hbWvWEQ,https://i.ytimg.com/vi/e7b5hbWvWEQ/default.jpg,GB,19.460943287037036,22.570850694444445,22.244554398148146,43.18017876295212,45.98646518468995,45.19062981428128,2.874628331494407,"vevo

 
",,vevo,,[],"[-1, -1]",-1.0,-1.0,0.0
4xN-jUfJAyM,https://i.ytimg.com/vi/4xN-jUfJAyM/default.jpg,GB,37.2419212962963,28.42830439814815,39.66097800925926,41.07180990646122,38.194600537284984,45.33963268595988,6.046277894853563," 

Bevo
",,vevo,,[],"[-1, -1]",-1.0,-1.0,0.0
JAcKgCfTSq4,https://i.ytimg.com/vi/JAcKgCfTSq4/default.jpg,GB,,,,,,,,,,,,[],"[-1, -1]",-1.0,-1.0,0.0
o9zRQijCN5w,https://i.ytimg.com/vi/o9zRQijCN5w/default.jpg,GB,39.04818287037037,22.778425925925927,31.541336805555556,43.052823983452626,31.686783118117052,35.39856471465945,4.883786994551177," 
",,now nerk ercien people the,people,"[""[[259, 147], [370, 177]]""]","[314.5, 162.0]",314.5,162.0,0.0
8rWuGBPA7bE,https://i.ytimg.com/vi/8rWuGBPA7bE/default.jpg,GB,57.23002893518518,69.60420717592592,66.13982060185185,64.47102078239455,72.71061607137963,68.40207039097045,6.376272161905073," 
",,viralhog,,[],"[-1, -1]",-1.0,-1.0,0.0
mOvMR9K4YNc,https://i.ytimg.com/vi/mOvMR9K4YNc/default.jpg,GB,110.40484375,111.2809375,119.29749421296296,81.72200956941451,80.90624015988183,84.75732766706898,6.128122302330404," 
",,,,[],"[-1, -1]",-1.0,-1.0,0.0
FA_gIAGNDQ8,https://i.ytimg.com/vi/FA_gIAGNDQ8/default.jpg,GB,54.257025462962964,62.26877893518518,65.06089699074074,65.48214232424142,65.5632265504414,63.76356646596158,5.086572545814854," 
",,bi us nuclear bomb launch procedure,nuclear bomb launch procedure,"[""[[78, 234], [218, 261]]"", ""[[224, 234], [309, 261]]"", ""[[26, 264], [149, 290]]"", ""[[156, 264], [333, 292]]""]","[186.625, 262.5]",186.625,262.5,-0.4939
1vc1cKeor5A,https://i.ytimg.com/vi/1vc1cKeor5A/default.jpg,GB,114.1324537037037,81.25725694444445,76.64945601851852,93.58869754332932,75.43305062595041,74.48759234194151,6.7679077608359135,"  

      

f 6x @

er
",,review coco,review coco,"[""[[270, 46], [474, 89]]"", ""[[0, 203], [261, 276]]""]","[251.25, 153.5]",251.25,153.5,0.0
B3jbfLe2ZZs,https://i.ytimg.com/vi/B3jbfLe2ZZs/default.jpg,GB,,,,,,,,,,,,[],"[-1, -1]",-1.0,-1.0,0.0
lU9xmWHBTXA,https://i.ytimg.com/vi/lU9xmWHBTXA/default.jpg,GB,77.94615162037037,79.50776620370371,79.67650462962963,69.71197332019162,68.21342178707314,65.2836980445636,5.764287188638214," 
",,tromelancys siege rainbowsix solata the making white noise of,siege make white noise,"[""[[129, 60], [206, 102]]"", ""[[68, 240], [170, 273]]"", ""[[53, 273], [137, 306]]"", ""[[141, 273], [222, 306]]""]","[140.75, 229.125]",140.75,229.125,0.0
WLagbArQsuE,https://i.ytimg.com/vi/WLagbArQsuE/default.jpg,GB,50.17466435185185,36.99140625,65.59427662037037,51.50849917959265,38.79167817146893,51.87245833465705,6.23690981246941," 
",,vevo,,[],"[-1, -1]",-1.0,-1.0,0.0
6m0lnvcQPP0,https://i.ytimg.com/vi/6m0lnvcQPP0/default.jpg,GB,76.075625,75.04556134259259,77.7559548611111,81.05547996148084,80.89639780385339,84.5535515224939,5.139021575772221," 
",,,,[],"[-1, -1]",-1.0,-1.0,0.0
IjKdDRfJGT8,https://i.ytimg.com/vi/IjKdDRfJGT8/default.jpg,GB,168.9368113425926,152.16671875,147.00565972222222,102.95381501855117,93.91405325164577,91.88860772441605,6.017370891954492," 
",,esava topshop haul our boxes of boxes are with made a creavels past,haul box make past,"[""[[298, 175], [485, 286]]"", ""[[89, 221], [126, 247]]"", ""[[153, 239], [187, 261]]"", ""[[154, 253], [184, 272]]""]","[209.5, 244.25]",209.5,244.25,0.0
R0HwrrqTaiE,https://i.ytimg.com/vi/R0HwrrqTaiE/default.jpg,GB,,,,,,,,,,,,[],"[-1, -1]",-1.0,-1.0,0.0
nXDZCuFESSU,https://i.ytimg.com/vi/nXDZCuFESSU/default.jpg,GB,77.53155671296297,85.49671875,93.17552083333334,64.25762339125282,68.09781406845667,73.9165938733702,6.71354124325957," 
",,dim,dim,"[""[[314, 170], [333, 180]]""]","[323.5, 175.0]",323.5,175.0,0.0
8z_cg5CypRc,https://i.ytimg.com/vi/8z_cg5CypRc/default.jpg,GB,,,,,,,,,,,,[],"[-1, -1]",-1.0,-1.0,0.0
Fh3zmz7Ravw,https://i.ytimg.com/vi/Fh3zmz7Ravw/default.jpg,GB,,,,,,,,,,,,[],"[-1, -1]",-1.0,-1.0,0.0
k_aT3jAK_QU,https://i.ytimg.com/vi/k_aT3jAK_QU/default.jpg,GB,50.33245949074074,41.62271412037037,52.517864583333335,52.16890323652135,50.74961513759229,61.42836486155445,6.3510294118902175," 
",,late stephow justin timberlake colbert,late,"[""[[37, 208], [108, 234]]""]","[72.5, 221.0]",72.5,221.0,0.0
0EQuVfP-vXs,https://i.ytimg.com/vi/0EQuVfP-vXs/default.jpg,GB,,,,,,,,,,,,[],"[-1, -1]",-1.0,-1.0,0.0
WlZu4RmD_oU,https://i.ytimg.com/vi/WlZu4RmD_oU/default.jpg,GB,42.027002314814816,39.77714120370371,42.87529513888889,66.30833115171302,65.81793243320111,61.048083931501694,5.055264418935727," 
",,,,[],"[-1, -1]",-1.0,-1.0,0.0
2kfIkm5qVsQ,https://i.ytimg.com/vi/2kfIkm5qVsQ/default.jpg,GB,29.92880787037037,36.99355902777778,39.453090277777775,41.2299433699801,43.5490913281093,43.05638003802771,6.00927690553791," 
",,,,[],"[-1, -1]",-1.0,-1.0,0.0
jrfsschAssI,https://i.ytimg.com/vi/jrfsschAssI/default.jpg,GB,71.17525462962963,54.30962384259259,50.325202546296296,89.70203649094245,88.78594105299759,88.75269304220878,5.231937598254336,"Hie
sg

ANTES

 
",hie ante,elens stowme show youtube originals,show original,"[""[[22, 265], [80, 280]]"", ""[[54, 286], [109, 308]]""]","[66.25, 284.75]",66.25,284.75,0.3182
0W86V2KcqiU,https://i.ytimg.com/vi/0W86V2KcqiU/default.jpg,GB,,,,,,,,,,,,[],"[-1, -1]",-1.0,-1.0,0.0
k9oMv0JzCn8,https://i.ytimg.com/vi/k9oMv0JzCn8/default.jpg,GB,19.004363425925927,6.497523148148148,28.3271875,45.63498246389409,17.47279912158923,29.559107595776535,4.290939421360452," 
",,,,[],"[-1, -1]",-1.0,-1.0,0.0
XMAMyhK-CHg,https://i.ytimg.com/vi/XMAMyhK-CHg/default.jpg,GB,105.44507523148148,100.50668402777778,91.37036458333333,80.72302334006886,81.45584204345484,79.97318264484967,6.752796682102833," 

Pare AVS) a
",pare,embedded ufc218 presentedly,embed,"[""[[85, 270], [264, 304]]""]","[174.5, 287.0]",174.5,287.0,0.0
O5xqc3NcNVI,https://i.ytimg.com/vi/O5xqc3NcNVI/default.jpg,GB,134.7854513888889,109.96972222222222,86.24905671296297,97.04126472367022,87.88048971269063,81.11546669523612,6.783006215306978," 
",,bounde brear,,[],"[-1, -1]",-1.0,-1.0,0.0
YsXK7vGLoTA,https://i.ytimg.com/vi/YsXK7vGLoTA/default.jpg,GB,41.25060763888889,34.52796875,34.30116319444444,53.93041472265865,48.074978502584585,44.84854464729837,6.056766643071559," 
",,,,[],"[-1, -1]",-1.0,-1.0,0.0
9BAwZN16yo8,https://i.ytimg.com/vi/9BAwZN16yo8/default.jpg,GB,149.23402199074073,134.3611747685185,132.2608101851852,100.80636649796604,94.88629451754332,92.31378396273722,5.810926288798372," 
",,cavs 70 93 heat cavaliers 3rd oth 1159,heat cavalier,"[""[[97, 277], [118, 285]]"", ""[[202, 277], [244, 285]]""]","[165.25, 281.0]",165.25,281.0,0.0
n26wtR-OFr8,https://i.ytimg.com/vi/n26wtR-OFr8/default.jpg,GB,71.09193865740741,67.47809027777778,67.6692361111111,74.64424143844393,73.00133588362682,79.49692738278281,6.300412952077325,"Soldiers Training

Please clean up
after your dog

 
",soldier training please clean after dog,soldiers training clean up please dog your after,soldier training clean please dog,"[""[[95, 72], [183, 97]]"", ""[[183, 76], [267, 105]]"", ""[[176, 254], [230, 273]]"", ""[[104, 257], [173, 277]]"", ""[[213, 276], [254, 299]]""]","[187.8, 198.6]",187.8,198.6,0.6124
R0KavFAQs0A,https://i.ytimg.com/vi/R0KavFAQs0A/default.jpg,GB,,,,,,,,,,,,[],"[-1, -1]",-1.0,-1.0,0.0
TNRrY8m71u4,https://i.ytimg.com/vi/TNRrY8m71u4/default.jpg,GB,152.40872685185184,111.93363425925926,108.52706018518519,107.45763615191935,94.88445937199171,102.66754687878667,6.4881607136495445," 
",,japan vloe,japan,"[""[[306, 50], [472, 109]]""]","[389.0, 79.5]",389.0,79.5,0.0
xF9kTkjrHdQ,https://i.ytimg.com/vi/xF9kTkjrHdQ/default.jpg,GB,124.02651620370371,138.9339699074074,107.56973379629629,50.5385679927975,52.619452762335975,48.16086588651054,7.505228944022081," 
",,fd not,,[],"[-1, -1]",-1.0,-1.0,0.0
WkzmaFnPKOs,https://i.ytimg.com/vi/WkzmaFnPKOs/default.jpg,GB,46.66425925925926,46.059247685185184,39.838686342592595,43.722559494084564,44.14321019039274,41.76802230644981,5.991200841083996,"IY;

ism oes Sco er KOLbt do

.
",ism oes,good enough im not,good enough,"[""[[182, 171], [271, 214]]"", ""[[272, 171], [409, 218]]""]","[283.5, 193.5]",283.5,193.5,0.4404
S91qCkeiu3U,https://i.ytimg.com/vi/S91qCkeiu3U/default.jpg,GB,106.43085069444444,103.04738425925926,96.12973379629629,107.39870819340996,102.35189938623054,98.07705072946032,6.31082111323644," 
",,the mma maia aug hour paige vanzant,hour,"[""[[32, 161], [199, 213]]""]","[115.5, 187.0]",115.5,187.0,0.0
0VQysq26ozE,https://i.ytimg.com/vi/0VQysq26ozE/default.jpg,GB,132.22597800925925,119.46026620370371,87.07181712962964,104.47611039573573,104.25077502128558,77.24307654868242,6.549143778734493," 
",,ode trailer launch,ode trailer launch,"[""[[21, 58], [125, 108]]"", ""[[189, 264], [350, 302]]"", ""[[13, 265], [184, 305]]""]","[147.0, 217.0]",147.0,217.0,0.0
TyHvyGVs42U,https://i.ytimg.com/vi/TyHvyGVs42U/default.jpg,GB,76.31245949074074,61.83441550925926,51.061961805555555,67.05515101494868,54.43961046056309,44.59344716377071,6.491393040862294," 
",,vevo,,[],"[-1, -1]",-1.0,-1.0,0.0
817P8W8-mGE,https://i.ytimg.com/vi/817P8W8-mGE/default.jpg,GB,9.15607638888889,20.046770833333333,24.448159722222222,29.77132003527871,55.26700886159256,67.26435555230117,3.4589803707638804,"Ed Sheeran

  

Beyonce
",,ed sheeran perfect igo beyonce,perfect,"[""[[189, 170], [292, 188]]""]","[240.5, 179.0]",240.5,179.0,0.5719
4WnizmrnJlk,https://i.ytimg.com/vi/4WnizmrnJlk/default.jpg,GB,,,,,,,,,,,,[],"[-1, -1]",-1.0,-1.0,0.0
SA7AIQw-7Ms,https://i.ytimg.com/vi/SA7AIQw-7Ms/default.jpg,GB,56.83372106481482,44.069409722222225,38.13622685185185,58.67505184448741,41.64146762312522,37.51983065318376,5.673241310772349," 
",,vevo,,[],"[-1, -1]",-1.0,-1.0,0.0
nSuregWhlWk,https://i.ytimg.com/vi/nSuregWhlWk/default.jpg,GB,102.67284722222222,96.41695601851852,99.91001736111112,96.49051489203029,94.88382987005147,94.65470434554784,4.085197731422011," 
",,,,[],"[-1, -1]",-1.0,-1.0,0.0
os5mMTl3IBs,https://i.ytimg.com/vi/os5mMTl3IBs/default.jpg,GB,134.2191087962963,101.29233796296296,90.49355902777778,99.58236558403541,88.67427926077228,86.16499060901252,6.843323334746943,"    

--

Ase

]
ae a

LOGI

et
roe
",ase roe,day 1 plogmas,day,"[""[[38, 78], [121, 110]]""]","[79.5, 94.0]",79.5,94.0,0.0
OZqsFkJpvj0,https://i.ytimg.com/vi/OZqsFkJpvj0/default.jpg,GB,89.48087962962963,92.80678819444445,93.35121527777778,90.90516040169602,85.38169962593891,86.11980635119407,6.791860272290188," 
",,relowine show youtube originals,show original,"[""[[22, 265], [80, 280]]"", ""[[54, 286], [109, 309]]""]","[66.25, 285.0]",66.25,285.0,0.3182
nVHcXZK7pKs,https://i.ytimg.com/vi/nVHcXZK7pKs/default.jpg,GB,105.39730324074074,108.28692708333334,113.10350115740741,89.50874858768923,93.99163597006181,94.70570601404495,6.635163114696913," 
",,minet mnet,,[],"[-1, -1]",-1.0,-1.0,0.0
6rCBG57gQJ8,https://i.ytimg.com/vi/6rCBG57gQJ8/default.jpg,GB,131.4547048611111,114.47635416666667,106.83154513888888,97.27063523201257,90.05491172647793,87.54866720146056,6.8038978129612,"CLASSIC

 
",classic,classic lego 499 louise deas knoldand,classic,"[""[[268, 132], [340, 155]]""]","[304.0, 143.5]",304.0,143.5,0.0
8kFnLQySIzU,https://i.ytimg.com/vi/8kFnLQySIzU/default.jpg,GB,27.26400462962963,25.51663773148148,29.383842592592593,43.869360201799495,36.4010295824951,42.30205390283716,5.695162402208909," 
",,jimmy kimmel livei,jimmy,"[""[[40, 205], [105, 230]]""]","[72.5, 217.5]",72.5,217.5,0.0
tfaGleA4qYo,https://i.ytimg.com/vi/tfaGleA4qYo/default.jpg,GB,76.12717592592593,69.57837962962962,69.07024884259259,59.85646291479057,51.94266639999708,49.95820256735039,6.117045347686611," 
",,,,[],"[-1, -1]",-1.0,-1.0,0.0
