video_id,category_id
6xnTeGwRCGY,25.0
CJUgcgFNNWA,24.0
l_eR85kmWbY,28.0
tugFFhML7VY,24.0
zNL_kGO6lQ8,24.0
MgMLdq9DnNc,26.0
DGhPGH2YROA,10.0
OG6qjAivguw,23.0
kIHhVkkHV2k,26.0
HbKnEQdCjGg,10.0
KrB-ASnFMVQ,17.0
mZ2qbwvAVjs,22.0
5LoBGoQPUNc,24.0
C7mxTEskjQg,15.0
mMtjGYdJOps,22.0
73_OWzBr8Fo,10.0
OvHskUT3XTI,22.0
dwvVhnQTfDk,23.0
vsA_L1t4vXY,27.0
Hj3zmfipxqk,26.0
UddlsDsoIWs,22.0
c7cYON3uVZo,24.0
OK3GJ0WIQ8s,10.0
zjgZuuE8OVc,26.0
xvmTr6S00Aw,24.0
bqFjyo7I8fY,10.0
qZHycHI3F1Q,17.0
MuPL-PSMX0Q,17.0
PzcaR1N0pTI,1.0
O22GRZgcerA,26.0
hlb3gGNBHFE,22.0
kFSm6gany_Q,24.0
kFjq8PX6F7I,27.0
n_S8d_1KVhU,20.0
7bDvhiHoH-c,26.0
UEhsFEgsI5U,1.0
H0g4JxKp4fc,23.0
jTap34G5TFU,22.0
D3BJ5bt5VbA,28.0
oCAbvclXL6I,24.0
MTf2X6EHyLQ,28.0
rJfFxDQ-8ok,17.0
p2ZNmYnx7ds,17.0
TM42O6kYbI8,25.0
n9JVbbRBqfY,19.0
3tjHS7JRB4c,23.0
i04pYZGDHIc,26.0
eBnXbImHX-g,23.0
uZUOzSMDBjg,26.0
bJWDajO2SZE,24.0
5bJ_gb19pKQ,1.0
RUApBid9vnE,26.0
ZqOtqz8bSDk,24.0
5JEI0sjJs8c,25.0
cIkEjFiUqwU,25.0
jn9mHzXJIV0,28.0
_CFJ1u-DIBc,28.0
vnuk6bbPXeY,24.0
8RsDxpyUa_U,23.0
WMs3NOW1TDs,22.0
IYhwU5Q5mkA,23.0
uiZprtMUyCM,24.0
dt7fU9H8tz8,22.0
xtR7m-Fl-F0,27.0
Juad74hE6rs,26.0
zsoh0Y_VXdY,27.0
fC8gutkCu1c,10.0
nt00QzKuNVY,28.0
d99_h30swtM,27.0
LLOB5uG6zSQ,1.0
mlJGtSg5oRw,22.0
425M4M3Opkk,1.0
fzmM0AB60QQ,24.0
RHzylDQ4wKE,10.0
SCPkXjwSWCY,26.0
DIBw9dSVKdU,1.0
Ba4j_q02FM4,24.0
PXAZ3KphJz4,26.0
m7b8hitvfoE,10.0
WdOGSNQP9b4,24.0
HmBIn9De-Yc,24.0
nn8YGPZdCvA,27.0
kton-qrKNLc,10.0
JzA097DmNTI,25.0
Kf2-86o5S1o,1.0
PKf29H2z81w,17.0
kD06SQtfA5s,28.0
oSZDe6CrfN4,10.0
gs-iqvX6pOA,26.0
I-BGTp-I9aU,24.0
VVxQ9HC2aeY,26.0
NrikvhdYrJE,23.0
kewIE0Zw6yY,24.0
w8UI8r9Ccwk,28.0
fKuxh0E9mSI,10.0
X-5yy4ETxlQ,24.0
CIsfY7S_Uw0,26.0
EC5UCCnk59c,17.0
0HX039UdGpU,23.0
eT4shwU4Yc4,23.0
A0FZIwabctw,28.0
tJv-xtxKkQY,20.0
O8hm2Ml-pA8,10.0
D4pdh0eTsxw,26.0
hbcH02YynOA,26.0
holkOJx-TOU,24.0
AWgfOND2y68,28.0
faYA_upR_a0,15.0
dEs6-IfOGbw,19.0
i_nLsG_asQg,10.0
8uBP6UL-jEU,24.0
oJToMo97UOU,1.0
fp84YC6M-C0,22.0
aq-phmpUJ_E,10.0
82zGhWVXXxg,27.0
WknsomB28mE,26.0
9dHLFD_Jveo,17.0
Q0sjw10aEWI,23.0
agUg8Fyv-1A,17.0
5GRyr0noXrw,17.0
08l0K3UyUXE,25.0
1SnWTW6YXbE,10.0
xf-dywd3zx0,24.0
pqQrL1K0Z5g,28.0
SphTGtDlhHw,10.0
7tYUMo3IgXg,22.0
bwlEaGiO9Zw,23.0
RyH8TWLribw,17.0
y8lFgF_IjPw,1.0
wowAOdTYqw8,10.0
Wh1L0rOaa88,17.0
enH3xA4mYcY,1.0
p-GN8WXoiX4,24.0
rNCT91V5dQU,10.0
hahlygBa6yQ,24.0
vus2jCm8H0U,26.0
S5xFft7kg8Q,24.0
RE-aVnbJyOU,24.0
dyUJN3skBlU,24.0
b33PN2NB2Do,25.0
iSt_jbT6rak,23.0
bcPTiiiYDs8,27.0
XCrJ3NflOpE,28.0
ywm84JNihIg,1.0
OBOm_jatVCI,24.0
rvskMHn0sqQ,27.0
pmMjkMtpnTc,10.0
QwievZ1Tx-8,24.0
YrVTJd6mvpE,24.0
v3hGUJJIjzk,26.0
ai6NByMmCVU,24.0
TN7LvuEpDIE,22.0
RYGFczNMAMk,27.0
LeFxjRMv5U8,28.0
in5TfQfUIBY,24.0
4a1TUszkMfI,17.0
BtvRaMPJWLs,20.0
0H-JHIGRRNM,24.0
jwlW1-vVBjQ,26.0
IlkBLwl4aBM,10.0
BGszdLW-VqM,26.0
0NWKUHl6JLY,20.0
f1fXCRtSUWU,1.0
ffgzh93MdQM,15.0
fMaC7IeGKNQ,23.0
LN-m0Ci8MZ8,26.0
giiIq7t4oMQ,24.0
DxSf6Nb_I7o,24.0
2fouYHWUhZo,24.0
RZfqUAZddmk,26.0
KWDUojLbxn4,24.0
c1npkEoEtos,22.0
10ndJuFP1PY,23.0
z1Fvrmf4BXc,24.0
Nkl-k_rjn_U,10.0
iXfHlch1Lso,26.0
XrvedhkDN5A,24.0
wD5YzBDSXv8,22.0
JR06IhY4C2A,25.0
bWL_MVbpGT0,10.0
9SCNLl0MQPM,24.0
wQFsKrYLd10,22.0
YqC5loCFMtk,26.0
Txlk7PiHaGk,10.0
pspGtXW0QYo,15.0
vDtyaRoonx4,17.0
9WFf9XY5rME,24.0
psnbQ_sF-yE,23.0
RFHH8bSdLr8,26.0
UwbO_xb1-Xo,22.0
soBb4X5Hb6k,22.0
vGTTSdrV37U,24.0
PFH046Fh3ps,24.0
Q9vZHbcx6cQ,10.0
jzIE_oKG9PU,24.0
_vrcsnkXCI8,26.0
oYe-QM8ZimI,24.0
3y75zBl37f8,26.0
wAQ7autd61g,10.0
s3ChukSDGRU,22.0
NZxVghfY6dk,24.0
p-bGJ6W1Im4,22.0
mwgUesU1pz4,1.0
-4s2MeUgduo,28.0
5xvOk7fo-K8,22.0
VVMCz04CmlA,24.0
9TCdWhmtxCk,10.0
3iUfzN4RAB8,23.0
m1-rpd3S-48,10.0
kD-_iyS95AQ,23.0
5fZiMNo5-uo,20.0
T2uyIBURMjs,20.0
DCUD9kjYOAk,10.0
sjVqDg32_8s,1.0
rYcnh7hXOjE,25.0
JBTNG-8w5_g,23.0
m7Ege1M5Pag,27.0
nzNGEB1BQuM,26.0
dikG4vMJG1s,28.0
r8KvT9pZs7k,25.0
4hrrK3rXrR0,24.0
1QmPCVW6jOs,27.0
RyquDQ5kWSs,24.0
ZCPwpcurYns,24.0
5hpuoMilm_4,22.0
zO0dIgvpmfw,26.0
xfdUIY8rEmA,24.0
pP6r2Gy_dTs,24.0
BcruuWQ2_9Q,23.0
cpxwX6KvWbQ,22.0
sKLREPyI-dY,24.0
Z4qNw1dPuNI,22.0
qYNNT1WIhwM,24.0
g-F3A9n9BLg,22.0
EhSXsTSNDyo,10.0
mE5bohQxxx0,27.0
UOHURuAf5iY,27.0
J0epg1oHGbM,10.0
PdbJBDNotf8,24.0
FwENtwtY0EI,24.0
-R9F2_D76TE,27.0
NC-TF0SPzzM,23.0
bNcj9iR956M,23.0
tG-IGNvfrg8,17.0
zOLbPvwK7-Q,17.0
km5FAAQLUT8,20.0
EU-eQpCqBXQ,23.0
EjW7WzozgI0,10.0
MIQKlHSD89E,15.0
9x8JN8zDqis,26.0
YvEGAcgpwqQ,23.0
J15vfXqnwWw,17.0
ET6XGZqOyjY,26.0
dc89yyOS0Z8,24.0
d2TrEsA3nzg,10.0
2J6bJnwr1rw,24.0
w77zPAtVTuI,24.0
dRfvXL-m7O8,24.0
L_SyKf-ETlY,10.0
DRfniGCgW0I,15.0
aNvRdg1lR7c,24.0
PHLY4a5fTjU,22.0
S8e1yxXiODQ,24.0
kbaMeEcdDfM,17.0
DV1OqgHb3jc,26.0
ZwoDYJWWXW0,10.0
tIYJcjhINqA,26.0
zPJl2e38S4g,25.0
jlmNwjdYVnk,10.0
CH3aAnw7XeU,24.0
ycy30LIbq4w,10.0
s4kX4R6T9ms,26.0
ACHZrvF6mTA,24.0
lRlVPAeZTzc,24.0
ZcCp7488puc,10.0
I2sRc3j7IU0,10.0
D5bEwcJ8eCI,27.0
YZ1UN5gvLjQ,24.0
sK2RoVVxQsA,28.0
SONGEiVMygg,17.0
oLrOtjfn1rw,24.0
3nwwX-DEH1M,19.0
exjMt3v81tA,17.0
XWrB4qOF_UA,26.0
AGPMMAjBt6c,10.0
x1l-HRvwnB4,22.0
3b24Q8Bz7b4,22.0
SpdgahDp2Wg,2.0
VaGcPRMY5UM,10.0
VlOq_4lmpzE,24.0
oCXvPWJClJg,10.0
nukwmfb8bII,22.0
8hYTPl7MkiA,27.0
lqTKup-wpEU,26.0
1ndx3Hl-7ls,28.0
WOAIo9G9rIY,22.0
nAsrsMPftOI,27.0
GjJKdQTD1bc,24.0
cYxzLGk2NcY,23.0
HQiDKE85P3U,22.0
4Qs8herYTqY,26.0
UWz4LPyoSw4,28.0
HNvX4pY1TLI,25.0
H-WEhug-up8,15.0
mi3Uq16_YQg,28.0
fQjGRb4-IQM,15.0
PgNAmWjInGk,20.0
hYirFqEc8Tg,17.0
ndb7Ez9m2YM,24.0
nr5Pj6GQL2o,28.0
kDRRvz4y7ms,17.0
3lgcBZdMZxM,24.0
rsEne1ZiQrk,10.0
Hgiu9cqph5Y,26.0
kXIF2FQpgjM,24.0
NcsGpDFKCgY,28.0
04aPsalAZQI,23.0
apRvFNM5Vps,17.0
WPZfIKy7LWo,23.0
KQRq9FZqNj0,10.0
M-Rl_kUU4vk,26.0
20DPgRoyQn0,22.0
b1Vi4YGMGkk,25.0
Me8jYR9Q0kw,22.0
v_8TF4nv88s,27.0
UuR8UhMTw5U,24.0
CG9yQ8PXf6o,10.0
RoIJtobSOqc,1.0
n5IdKE3rhII,26.0
-EL8TuMsb-k,26.0
1FJD7jZqZEk,24.0
h-w7QZo0XSc,1.0
SCq8n_hOcN8,10.0
LX0wFKvticI,17.0
qpkXi0-XkxI,24.0
wDl6MlgL8PM,26.0
XKl8Wg25DrM,24.0
ZT0CCaKDxjg,23.0
wjj2upnfBI0,10.0
A9R5tJPbcKI,23.0
tWDK9rK-f1Q,1.0
Y-R3QdTGeLg,17.0
gR0pSSISaVk,17.0
kqp6RnQHKR4,24.0
KpHP8VmxnBo,27.0
gau41b7_Hqs,25.0
m7lFyINZlBs,24.0
aj_8zEqGh0M,1.0
TLS837FaO4Y,23.0
og3aFSeEm94,22.0
cpGA0azFdCs,10.0
DTg2FihPSso,17.0
hwjdXBxeWsc,24.0
K7imG4DYXlM,28.0
sFtLUGa3arU,26.0
N-z9PidYH4E,26.0
sMLso2du91U,24.0
KiBS-dbv_x0,24.0
yO9snUMvRuU,10.0
lAaSh9DogM8,24.0
JqfuKsoEEms,24.0
bSYNEkkuhoA,23.0
CvqtJTrsKCE,22.0
b_lULj6v804,17.0
wa5eXqjEewE,25.0
J75enyWdbBM,10.0
L87HuKmGwVQ,22.0
we5djgQwK9w,26.0
fNVUTgd4pio,10.0
a73YoV2uf6g,22.0
raxxoc_JULA,24.0
1lCnG9hWC6w,24.0
gNvNMWiMxUE,23.0
1Nu_oGucpDI,10.0
GhHBfDK4lE8,26.0
rdsABjAP8Yg,25.0
xsqInns6LXQ,24.0
xBiB4CIq9FE,26.0
zZTyHHxJAzw,28.0
FBhVIhmh_N8,24.0
-7_ATlZ-zMc,17.0
O5GhCbhGWQ0,28.0
i5qOzqD9Rms,1.0
lOz7cPJQd8E,22.0
hv3jeGUv9fY,28.0
gDXwhHm4GhM,1.0
q8v9MvManKE,1.0
3WlhLmh7uiQ,15.0
vAuO3bHxSpc,22.0
tlILlcCE8Sc,10.0
wT_yPn3LfNA,22.0
6tgptWcKkgc,24.0
Ya_trIAWIXA,22.0
YKWGQyz-oLw,24.0
-3h4Xt9No9o,25.0
B4C10LKAcZQ,24.0
MWbQdgjsvJI,26.0
bPZFQ6i759g,28.0
dWLDoQ0Kus8,22.0
XzzQL96yAwE,23.0
FGHji60FP50,25.0
vTJKosHxYtM,1.0
XaKDp3ijSx0,23.0
EbbL8NhdTQE,1.0
SMvZa784oow,26.0
M0kcLjxoYS8,23.0
mD4jp2HHu0g,1.0
QtNvvWsSsoE,17.0
u_C4onVrr8U,10.0
4ZO-jde2smo,24.0
uovntV3ZMDc,10.0
xVU8nEIsapY,23.0
6xUnndUTDBQ,22.0
e_FmQF9yVIU,22.0
x2KAYep8FwI,24.0
M4ZoCHID9GI,10.0
OZv7qYZ43xQ,22.0
9JQ2gHDPnDY,24.0
Swv1il6PpN4,19.0
8JfMdhrbehY,20.0
KUXd7p_vd3w,24.0
azFsk42kb5E,24.0
p6E9R9qv1No,10.0
5MJpurZ9ShI,27.0
c8W-auqg024,27.0
532MxrRNJcM,26.0
mB7hkJ33044,17.0
Es9CfWMmPRU,24.0
xe5tXZs-iWw,28.0
tMazN5uH49U,22.0
0GKC_nj7B44,1.0
T1-k7VYwsHg,26.0
lE0eWRdSrY4,25.0
SX9mF288Tb8,22.0
u9Mv98Gr5pY,24.0
uRP4nAGMYCY,22.0
KVit4vSAMsk,17.0
BLXLPisBe8s,26.0
CJv0I-xYuC4,24.0
oRSm7DUvykk,1.0
DgljcMqPG98,1.0
sq4hYZlDPec,20.0
2z870cifG_A,24.0
NaY91YjVbEM,23.0
ZUV53Nn3PhA,28.0
V1Pl8CzNzCw,10.0
2BwxeOzSx8A,1.0
5GHXEGz3PJg,10.0
UUkn-enk2RU,24.0
7bfS6seiLhk,24.0
1XY8dPnIORc,1.0
TBF7eTSTWLA,27.0
LryQJ25CnKU,10.0
hDYPVhwULCc,23.0
_PgMjA4x3rE,23.0
E2qtPth2W6w,24.0
RxlSl-kG3qg,23.0
hYOa56nwx5Y,27.0
34cHO5_LX9g,24.0
T4FAg5A4wQk,10.0
1Aoc-cd9eYs,24.0
WLeUt-jBE4Y,23.0
30HOemteiKQ,17.0
qOioqgPyCwE,24.0
KksXbA66RQQ,24.0
r2ys-AimNbE,1.0
7HGCE6-LMBg,1.0
goIXAFdlcUw,26.0
20bpjtCbCz0,1.0
whwUlzuLfs4,10.0
RxvcH25WThg,17.0
Duc3F700lgE,24.0
CX11yw6YL1w,10.0
sqVuypJD7zo,24.0
DgaC0ytqdv4,24.0
D_CZ8v9uZJY,26.0
jiZfc0b2t3Q,17.0
qSKOPBVkpJk,10.0
Kw0ih4jPOBo,10.0
9QojtREFuFU,22.0
ffxKSjUwKdU,10.0
bTfJa_Qb5T0,26.0
4lm75v4Ndlg,24.0
Wpm07-BGJnE,10.0
6Q0AazVu1Tc,24.0
jQS_kpH9xfA,10.0
s1APv5uO2VU,24.0
WXTNngJsBrI,24.0
u0feM_2mLvo,24.0
9fKALFSxX_Q,26.0
hQA0oWZpgAQ,24.0
45tSUnisIos,15.0
PAHm7SEhhuw,23.0
D5D90CLAILY,24.0
bK0TEqDtkK4,20.0
4HX6R88QZB0,22.0
2jSWMme12ik,17.0
j1v2A5pyGlY,23.0
ZUSPD9zOyJs,22.0
JZ2fRE_nkak,26.0
CbWP9nvnRhw,24.0
jpH-8HiMCRI,26.0
a6D9ksDanh0,26.0
qD2yyikDcDw,24.0
iQp1_GfDhwQ,10.0
4nqJiBRNQuw,24.0
_wNZbgBPz1Q,1.0
IP4hs_wq5yE,17.0
NHZr6P1csiY,10.0
oY9GVZKwBhI,24.0
rRr1qiJRsXk,24.0
0XuOkYlUWIs,24.0
JwivtxQEmc8,23.0
DkeiKbqa02g,10.0
hFay0SVFxVI,24.0
cZYNADOHhVY,27.0
c0bsKc4tiuY,22.0
VYOjWnS4cMY,10.0
0l35jAGQPOI,24.0
2KuqjW0WtZg,24.0
kZYKnREz9Vo,28.0
4nq0tT_SAD0,10.0
JefYnYIXY_8,27.0
RMWTNik9i_8,1.0
0fepqIO57f8,24.0
ife5Zij94_E,10.0
ZnvGy6pcGxs,17.0
p-W9SnUM7u8,17.0
m8Dqg8iz5Fo,26.0
hEnWzvzVMaA,24.0
kUosDBUjq5A,19.0
6_-b3U9QDKg,17.0
WF82ABLw8s4,24.0
NBSAQenU2Bk,1.0
Xpv-sEKl1B4,26.0
xTrwT0jSUg0,24.0
Dwc27Lsr1EY,24.0
BspHjvU11y4,10.0
LtpqdJkoKm8,24.0
nNZrc_XvF30,10.0
4ykXguKWqy4,22.0
N4MtzsregT8,22.0
D2mxKEa2xmA,24.0
OXVm3fhYsEo,26.0
3g5O-kT9m8k,28.0
KUUjtUP2CrE,10.0
oWw1BcFhk-k,10.0
jzLlsbdrwQk,22.0
HrQNdClwMs4,24.0
96oKlWv5wSo,19.0
pojXEFDFMw8,24.0
mmP1aHJjJ-U,24.0
Hzk1bM2vVFU,22.0
lpFEpDPf490,22.0
df7PZIVe1lw,17.0
RBbkCEHBw_I,26.0
yDiXQl7grPQ,28.0
ondQYFBvk6M,25.0
6SuMbFuKDf8,10.0
8XBLuU_4Qgo,25.0
UfKmSfgFxi8,24.0
CPjWgk0UXps,24.0
KObL442PWhQ,24.0
1purAy2MsOc,23.0
ESKmRiLjNpg,25.0
jO7Ysq0m050,24.0
15uSD6tHi2I,17.0
0lr497GhD04,24.0
YI3tsmFsrOg,27.0
beb8zCGMsbI,23.0
NJu6uMYQWAE,22.0
vug4bROR79I,17.0
CJRw18MtRPg,28.0
2-tzlBFotjA,23.0
rYnmrkMizdc,24.0
rQEqKZ7CJlk,28.0
86ysRAffCpI,26.0
0IaG9oM4O4s,1.0
B3qT1k0r9pw,10.0
HorugBalutw,23.0
AV1SWIPxxFM,24.0
JGo_a82jfj8,24.0
1PhPYr_9zRY,22.0
Q5KmA3Xbmqo,24.0
pFc6I0rgmgY,24.0
qfqVkEYQ1Ls,25.0
nd4cLL_MP7M,24.0
Gs26bZTRkdU,27.0
n_W54baizX8,10.0
7C2z4GqqS5E,10.0
OUBx_raReDw,17.0
USXoINPEhoA,28.0
eP33TkuI9vI,10.0
v0e9MS26QmA,24.0
Xr2rgT9uEnA,20.0
aTYkKrhj5pE,25.0
vjSohj-Iclc,28.0
S9ibNh16xfs,24.0
STVXHhTdjW4,22.0
TI5bEf-BULU,24.0
7UoP9ABJXGE,10.0
D6Oy4LfoqsU,24.0
JfQ3W0wjGh4,1.0
6S9c5nnDd_s,1.0
nRc0kmOYgzQ,24.0
8h--kFui1JA,10.0
Fj3euSYAtnc,10.0
s1RxsMYi2xw,17.0
vDyYMcjf500,20.0
NjMd89dggAk,10.0
HIwirSk4RjE,24.0
3eQP6JoxtKk,1.0
QBL8IRJ5yHU,26.0
6fyE0B430Rc,26.0
h3umdwK-oPs,24.0
r-3iathMo7o,28.0
zFPEOG1Yxvw,25.0
LzuDyq0-1LM,25.0
V6ElE2xs48c,43.0
Yg8jdBLTtfo,24.0
8uArRFr7_YY,24.0
uQWuC7L4_DQ,25.0
4_aR3HqFrr0,24.0
um-1fAVU1OQ,28.0
tjA7nAHOAww,10.0
HDYJVmoWoyA,23.0
Aopb6YZyeFU,24.0
YpUDblEURdY,26.0
eZSAIm_pzv4,17.0
p1jllz43xZE,23.0
vRf3azp1pak,10.0
voG07pt-KYI,10.0
oSEeK9yDNQI,20.0
l884wKofd54,10.0
E4c7EE8_IX0,10.0
q8DkyFH9jXI,17.0
m9sR3Z0vVOc,24.0
mHbWgIy3wmo,24.0
CTFZoz-mB5k,26.0
SKV6h_5XFbk,23.0
Qcj15vHJTtk,24.0
z6A2LHGx8_A,10.0
ulNswX3If6U,1.0
ZAzk_L70t1s,24.0
xqj7XOv9mC8,1.0
v7H_Or9Nr5I,1.0
zLuhCfBqf5U,26.0
Dan2YMDCpms,26.0
nLXCutcsoKQ,24.0
9Rr9u6QGgVc,24.0
tgMxQ4qCANg,24.0
WemDKlmMAIs,1.0
TjXQzRWmb_I,1.0
7DbslbKsQSk,28.0
Wzq4qbNRFrw,23.0
1J76wN0TPI4,24.0
3shrder58iU,22.0
JNyZ49q4vrU,23.0
MEcc8e7WwXg,25.0
2v4-L4PkV9U,20.0
ooyjaVdt-jA,20.0
TfiTsqa2LB0,24.0
AoswyJLilgo,10.0
X9Qh8vsSE-c,24.0
w9JrUVI_h4I,1.0
JyG5hdbQpDM,26.0
9JBKuNrd5m8,24.0
au8QGTiPhEw,10.0
XdNOI-q70q4,24.0
1h7KV2sjUWY,22.0
hiBPUpCJ7MQ,24.0
n-DTjpde9-0,24.0
2nVPFdqejD0,23.0
ys6KVWA4okw,24.0
nQySbNGu4g0,10.0
P21a5Uty-uc,27.0
XiHiW4N7-bo,1.0
iILJvqrAQ_w,10.0
v_0WNLAmSaE,20.0
lBbSzQXQknw,24.0
8JnfIa84TnU,10.0
sV7eDd1d7LI,26.0
99t4EBwIAt8,24.0
UhiXEgqhBWs,10.0
amtC28yfYCM,23.0
1Xgm5R4eMao,24.0
qFy5XyZsUeo,24.0
UTVpWVO4vZU,24.0
aJOTlE1K90k,10.0
asiRHYuOP08,10.0
LU86T12xBQQ,22.0
aEM2kOrrNJI,10.0
H7gh2fmdjCU,10.0
0zZ0Y_UZRBw,26.0
Zq5ESvmKagc,10.0
irHqI9fUc4I,23.0
tsM6kq-7nmw,17.0
E21NATEP9QI,25.0
JSpnYEOf0A4,26.0
nSbzyEJ8X9E,24.0
v-dfygYIfLs,17.0
DMlITdf3w-o,19.0
E5yFcdPAGv0,10.0
N39uwTykTQk,26.0
yFRPhi0jhGc,27.0
UKserM-i0_A,10.0
ObDgFUTP0PA,10.0
K5lmXgKi6V0,24.0
2qzrjzN5ns0,17.0
D_6QmL6rExk,10.0
vfHd8MF0ExU,24.0
w8AJBlmLMZM,23.0
2in8XqiElwc,10.0
SWVtV59mczk,20.0
qF7SRQFd49E,25.0
n2wIqXBz4os,24.0
4iRJDDjejCI,24.0
LfeEu4_vtfQ,22.0
IpN_wAlYZSs,1.0
AFbu21AGSho,15.0
1HLMi1s6Tho,22.0
fAIX12F6958,1.0
gS1DbvHHVH0,28.0
9jRtpMKLsts,20.0
BJ2yzCRPonA,24.0
hHaUQh6Gx-Q,10.0
ZCNyOsPh2ng,24.0
DGzy8FE1Rhk,10.0
hKNRieaN0ZI,24.0
sfxilYIycTc,26.0
s_SJZSAtLBA,20.0
rAH8qm5oQHg,20.0
NBupCHcJ914,26.0
Nd3zqXro_P0,25.0
VGykknw9eCM,10.0
2wJESCSvFU8,24.0
tN_8CwE8ULI,10.0
vL2-H_0V7nw,23.0
08vIy0y1N9I,23.0
XQSvN2Wd5MQ,24.0
Js04hvdVUA8,20.0
T_o9bDu_srU,10.0
J2HytHu5VBI,22.0
3uGIEY7tdg8,1.0
zUzBfBqbSmc,10.0
O6epKIw7W5M,28.0
Qofj8MKO6mk,24.0
